Person_ID,Income,Income Group,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Rent % of Income
PID_14055,"₹28,187.28",Low,30,0,Retired,Tier_2,"₹5,637.46",₹0.00,₹903.26,"₹3,512.73","₹1,952.95","₹1,120.27",₹602.81,"₹1,366.10",₹993.92,₹0.00,₹661.16,5.55%,"₹1,564.06","₹11,436.63",₹535.61,₹384.06,₹73.17,₹150.66,₹233.61,₹31.66,₹0.00,₹141.17,20.00%
PID_14056,"₹63,825.88",Middle,38,2,Professional,Tier_2,"₹12,765.18","₹11,805.91","₹1,569.65","₹8,929.85","₹4,680.92","₹3,034.71","₹2,734.99","₹5,058.65","₹3,100.47","₹6,344.85","₹1,361.59",14.02%,"₹2,439.12","₹2,439.12","₹1,311.96",₹274.93,₹887.44,₹653.60,₹725.23,₹90.69,₹228.90,₹214.35,20.00%
PID_14057,"₹100,125.09",High,59,0,Professional,Tier_3,"₹15,018.76","₹19,391.37","₹4,143.26","₹11,113.08","₹6,071.63","₹2,040.04","₹4,507.52","₹7,649.85","₹4,588.89",₹0.00,"₹2,535.88",21.19%,"₹21,214.66","₹23,064.81","₹3,021.51","₹1,642.90",₹280.18,₹774.64,"₹1,613.81",₹44.98,₹0.00,₹729.91,15.00%
PID_14058,"₹16,784.62",Low,60,4,Retired,Tier_2,"₹3,356.92",₹0.00,₹656.68,"₹2,014.09","₹1,259.78",₹656.57,₹802.60,"₹1,114.62",₹794.57,"₹1,397.75",₹246.55,5.45%,₹914.54,"₹4,484.49",₹513.22,₹120.73,₹61.54,₹199.55,₹290.21,₹36.92,₹25.63,₹26.80,20.00%
PID_14059,"₹167,577.51",High,56,0,Student,Tier_3,"₹25,136.63",₹0.00,"₹3,517.48","₹24,456.61","₹11,619.09","₹7,035.13","₹4,927.79","₹12,578.40","₹5,504.27",₹0.00,"₹4,537.92",17.36%,"₹29,088.36","₹68,264.20","₹5,675.37","₹1,529.02",₹533.89,₹431.71,"₹3,541.19",₹132.04,₹0.00,"₹1,336.82",15.00%
PID_14060,"₹13,429.23",Low,51,2,Retired,Tier_1,"₹4,028.77",₹0.00,₹511.45,"₹1,694.65",₹879.25,₹297.67,₹341.25,₹935.84,₹449.87,₹806.38,₹151.31,7.81%,"₹1,048.55","₹3,332.79",₹352.83,₹205.06,₹79.54,₹93.88,₹207.46,₹9.49,₹7.96,₹33.87,30.00%
PID_14061,"₹71,381.32",High,36,4,Self_Employed,Tier_3,"₹10,707.20","₹11,813.46","₹3,039.66","₹10,395.81","₹3,918.99","₹3,190.82","₹3,452.65","₹4,210.18","₹2,996.07","₹6,734.91",₹915.76,12.75%,"₹9,098.68","₹10,005.82","₹1,507.20",₹216.03,₹655.80,₹290.72,₹936.93,₹75.61,₹91.81,₹218.71,15.00%
PID_14062,"₹16,841.40",Low,45,4,Professional,Tier_2,"₹3,368.28","₹1,448.96",₹400.49,"₹2,018.81","₹1,324.90",₹598.49,₹669.19,"₹1,184.92",₹737.67,"₹1,038.64",₹499.53,5.68%,₹956.06,"₹3,551.52",₹418.41,₹97.68,₹154.33,₹40.99,₹59.65,₹23.95,₹14.96,₹61.70,20.00%
PID_14063,"₹14,946.23",Low,44,3,Self_Employed,Tier_2,"₹2,989.25","₹1,887.12",₹640.91,"₹2,188.80",₹815.80,₹629.71,₹605.60,₹917.95,₹485.93,"₹1,442.52",₹413.63,9.46%,"₹1,413.67","₹1,929.01",₹524.70,₹209.09,₹159.07,₹149.82,₹231.39,₹11.42,₹53.56,₹61.21,20.00%
PID_14064,"₹16,533.56",Low,43,1,Professional,Tier_2,"₹3,306.71",₹0.00,₹459.56,"₹2,061.18","₹1,167.75",₹621.66,₹459.51,"₹1,100.71",₹819.51,₹949.59,₹411.22,8.48%,"₹1,402.00","₹5,176.14",₹118.64,₹149.86,₹170.85,₹86.37,₹64.04,₹13.05,₹30.80,₹49.72,20.00%
PID_14065,"₹28,767.30",Low,28,4,Professional,Tier_3,"₹4,315.09",₹0.00,"₹1,160.24","₹3,158.88","₹1,472.74","₹1,248.64",₹832.24,"₹2,027.03","₹1,354.72","₹2,009.64",₹794.11,9.07%,"₹2,608.45","₹10,393.96",₹250.82,₹188.48,₹105.27,₹105.45,₹393.62,₹12.07,₹13.78,₹203.59,15.00%
PID_14066,"₹47,711.63",Middle,52,1,Self_Employed,Tier_1,"₹14,313.49","₹4,859.57","₹1,912.04","₹5,987.81","₹2,644.18","₹2,324.89","₹1,325.06","₹3,620.60","₹2,291.49","₹3,790.10",₹600.90,11.52%,"₹4,041.50","₹4,041.50","₹1,085.96",₹203.78,₹362.69,₹184.48,₹381.54,₹34.05,₹144.11,₹130.33,30.00%
PID_14067,"₹51,269.28",Middle,37,0,Professional,Tier_2,"₹10,253.86",₹0.00,"₹1,895.46","₹6,838.97","₹3,636.87","₹1,990.13","₹1,630.23","₹2,678.32","₹2,539.09",₹0.00,₹852.04,14.64%,"₹7,504.63","₹18,954.32","₹1,738.56",₹579.52,₹538.74,₹115.50,₹391.89,₹54.29,₹0.00,₹62.25,20.00%
PID_14068,"₹14,097.67",Low,29,0,Retired,Tier_3,"₹2,114.65",₹0.00,₹376.16,"₹1,906.17",₹892.85,₹469.18,₹387.97,₹833.75,₹569.57,₹0.00,₹391.51,6.41%,₹904.24,"₹6,155.86",₹542.87,₹179.96,₹105.76,₹105.02,₹167.82,₹6.27,₹0.00,₹114.88,15.00%
PID_14069,"₹13,591.84",Low,45,4,Retired,Tier_2,"₹2,718.37",₹0.00,₹383.60,"₹1,708.78","₹1,061.06",₹575.88,₹303.34,₹826.55,₹434.01,₹739.27,₹265.83,9.98%,"₹1,355.87","₹4,575.17",₹308.50,₹308.99,₹81.98,₹60.18,₹217.09,₹10.58,₹22.84,₹37.46,20.00%
PID_14070,"₹14,409.48",Low,19,3,Professional,Tier_2,"₹2,881.90","₹2,590.29",₹492.60,"₹1,804.39",₹931.06,₹489.54,₹371.85,₹999.88,₹470.20,"₹1,000.28",₹417.69,5.25%,₹756.57,"₹1,959.80",₹321.22,₹270.31,₹144.58,₹98.14,₹225.90,₹7.02,₹8.30,₹38.00,20.00%
PID_14071,"₹27,443.08",Low,18,0,Professional,Tier_2,"₹5,488.62","₹3,411.00",₹570.69,"₹3,068.92","₹1,631.35","₹1,272.49",₹937.80,"₹1,561.96","₹1,147.06",₹0.00,₹426.57,9.23%,"₹2,534.09","₹7,926.60",₹346.49,₹151.41,₹259.32,₹83.48,₹84.54,₹29.96,₹0.00,₹105.99,20.00%
PID_14072,"₹25,357.46",Low,26,1,Retired,Tier_1,"₹7,607.24",₹0.00,₹824.04,"₹2,633.42","₹2,024.97",₹697.13,₹602.24,"₹1,420.10","₹1,165.04","₹1,696.07",₹746.85,8.31%,"₹2,106.47","₹5,940.35",₹424.62,₹158.52,₹139.12,₹89.73,₹220.28,₹5.94,₹52.95,₹157.19,30.00%
PID_14073,"₹14,028.02",Low,39,4,Student,Tier_1,"₹4,208.41",₹0.00,₹572.39,"₹1,443.00",₹771.58,₹674.59,₹303.29,₹581.70,₹591.07,"₹1,000.48",₹279.57,9.76%,"₹1,368.95","₹3,601.94",₹334.08,₹47.96,₹196.06,₹32.28,₹75.33,₹1.60,₹25.24,₹43.52,30.00%
PID_14074,"₹37,221.27",Middle,57,4,Professional,Tier_1,"₹11,166.38","₹6,643.33",₹747.00,"₹4,433.35","₹2,214.14","₹1,060.25","₹1,598.03","₹1,707.41","₹1,400.81","₹2,549.59",₹526.53,9.59%,"₹3,174.44","₹3,174.44",₹585.24,₹168.94,₹178.33,₹237.28,₹461.12,₹35.62,₹75.13,₹33.46,30.00%
PID_14075,"₹183,323.51",High,44,3,Retired,Tier_3,"₹27,498.53",₹0.00,"₹7,730.26","₹20,890.71","₹14,041.72","₹5,007.56","₹5,353.23","₹14,485.55","₹8,846.26","₹14,042.05","₹4,720.81",16.97%,"₹31,105.48","₹60,706.84","₹5,407.49","₹1,341.83","₹1,335.66",₹306.69,"₹2,284.79",₹93.83,₹126.44,₹374.99,15.00%
PID_14076,"₹20,033.88",Low,26,4,Student,Tier_1,"₹6,010.17",₹0.00,₹659.74,"₹2,900.02","₹1,522.99",₹941.65,₹432.21,"₹1,050.64",₹980.17,"₹1,688.46",₹250.77,8.69%,"₹1,740.99","₹3,597.06",₹173.96,₹418.42,₹223.39,₹96.30,₹90.17,₹15.37,₹72.59,₹62.37,30.00%
PID_14077,"₹21,208.20",Low,24,2,Student,Tier_1,"₹6,362.46",₹0.00,₹733.95,"₹2,162.29","₹1,456.49",₹867.61,₹629.27,"₹1,395.31",₹925.51,"₹1,070.59",₹530.73,8.17%,"₹1,732.32","₹5,073.99",₹241.91,₹425.53,₹217.14,₹102.37,₹138.26,₹19.86,₹7.27,₹113.53,30.00%
PID_14078,"₹46,942.65",Middle,53,1,Self_Employed,Tier_3,"₹7,041.40",₹0.00,"₹1,251.51","₹6,617.36","₹2,574.89","₹1,211.54","₹2,278.09","₹3,278.80","₹2,123.41","₹2,678.70",₹904.75,10.26%,"₹4,814.03","₹16,982.19","₹1,584.06",₹557.52,₹347.96,₹595.76,₹784.84,₹13.59,₹92.97,₹270.38,15.00%
PID_14079,"₹19,185.30",Low,55,2,Student,Tier_2,"₹3,837.06",₹0.00,₹622.03,"₹2,408.90","₹1,261.75",₹599.05,₹560.59,"₹1,483.51",₹934.67,"₹1,434.95",₹235.69,6.14%,"₹1,177.29","₹5,807.12",₹355.25,₹252.61,₹169.96,₹54.92,₹435.41,₹24.89,₹37.98,₹23.29,20.00%
PID_14080,"₹51,232.24",Middle,19,2,Professional,Tier_2,"₹10,246.45",₹0.00,"₹1,802.24","₹7,156.85","₹3,577.34","₹2,294.68","₹1,477.15","₹2,942.66","₹1,864.95","₹5,088.41","₹1,109.08",14.18%,"₹7,263.90","₹13,672.44",₹416.68,₹368.51,₹550.58,₹426.22,₹523.94,₹86.76,₹172.12,₹182.30,20.00%
PID_14081,"₹16,883.95",Low,60,1,Student,Tier_2,"₹3,376.79",₹0.00,₹833.45,"₹1,816.78","₹1,020.00",₹775.80,₹499.24,"₹1,336.03",₹657.12,₹955.04,₹297.31,5.45%,₹919.52,"₹5,316.40",₹105.71,₹189.30,₹75.20,₹118.73,₹280.44,₹21.28,₹27.97,₹59.10,20.00%
PID_14082,"₹129,916.65",High,22,4,Self_Employed,Tier_2,"₹25,983.33","₹25,481.38","₹5,012.82","₹18,836.96","₹10,138.53","₹4,050.34","₹4,098.63","₹7,459.90","₹5,936.15","₹9,758.91","₹2,083.41",18.47%,"₹11,076.31","₹11,076.31","₹4,863.58",₹574.28,₹408.26,₹398.92,"₹2,152.28",₹57.58,₹434.85,₹233.62,20.00%
PID_14083,"₹39,528.32",Middle,34,4,Retired,Tier_2,"₹7,905.66",₹0.00,"₹1,538.30","₹4,643.47","₹2,274.95","₹1,675.93","₹1,370.04","₹1,698.66","₹1,922.23","₹2,875.30",₹500.43,8.58%,"₹3,391.94","₹13,123.35",₹667.69,₹218.50,₹236.08,₹318.08,₹472.15,₹56.16,₹83.00,₹129.75,20.00%
PID_14084,"₹18,268.51",Low,54,2,Self_Employed,Tier_1,"₹5,480.55","₹1,701.62",₹911.76,"₹2,720.06","₹1,025.42",₹874.93,₹419.29,₹955.78,₹683.45,₹943.33,₹275.30,5.26%,₹961.22,"₹2,277.02",₹523.55,₹298.14,₹135.95,₹56.52,₹264.70,₹19.57,₹44.28,₹64.44,30.00%
PID_14085,"₹18,732.20",Low,52,1,Retired,Tier_2,"₹3,746.44","₹1,018.73",₹394.89,"₹2,589.69","₹1,157.15",₹627.66,₹934.91,"₹1,497.42",₹839.16,"₹1,345.42",₹235.38,8.84%,"₹1,655.01","₹4,345.35",₹468.71,₹302.99,₹44.86,₹124.58,₹161.36,₹37.07,₹32.40,₹28.02,20.00%
PID_14086,"₹19,888.82",Low,25,0,Professional,Tier_2,"₹3,977.76","₹1,633.83",₹917.63,"₹2,832.09","₹1,082.77",₹734.80,₹680.34,₹833.32,₹801.19,₹0.00,₹203.98,7.11%,"₹1,413.88","₹6,191.08",₹334.10,₹162.51,₹207.17,₹53.85,₹144.08,₹20.43,₹0.00,₹32.90,20.00%
PID_14087,"₹89,962.88",High,60,1,Retired,Tier_1,"₹26,988.86",₹0.00,"₹3,933.95","₹9,148.39","₹6,072.74","₹3,771.10","₹2,645.14","₹5,381.53","₹3,908.48","₹5,090.89","₹2,101.01",14.23%,"₹12,804.62","₹20,920.79","₹1,202.03","₹1,384.48",₹550.31,₹376.90,"₹1,459.75",₹5.71,₹99.31,₹440.94,30.00%
PID_14088,"₹10,872.06",Low,20,2,Student,Tier_2,"₹2,174.41",₹0.00,₹232.83,"₹1,091.66",₹563.55,₹277.08,₹491.64,₹799.16,₹436.10,₹615.05,₹181.97,8.81%,₹958.14,"₹4,008.60",₹213.53,₹61.63,₹31.77,₹68.11,₹132.71,₹19.29,₹23.07,₹36.05,20.00%
PID_14089,"₹17,581.44",Low,20,1,Retired,Tier_3,"₹2,637.22",₹0.00,₹584.81,"₹1,922.61",₹908.79,₹872.27,₹745.10,"₹1,367.85",₹583.28,"₹1,561.08",₹241.51,5.77%,"₹1,014.51","₹6,156.93",₹96.75,₹205.72,₹87.26,₹205.44,₹158.99,₹14.13,₹6.14,₹34.77,15.00%
PID_14090,"₹19,141.69",Low,18,1,Student,Tier_3,"₹2,871.25","₹2,793.96",₹679.90,"₹2,584.20","₹1,057.67",₹911.80,₹537.44,₹942.57,₹689.48,"₹1,899.95",₹363.83,8.73%,"₹1,671.60","₹3,809.65",₹661.51,₹309.77,₹151.36,₹40.93,₹167.80,₹28.13,₹12.18,₹84.73,15.00%
PID_14091,"₹29,625.84",Low,41,0,Self_Employed,Tier_3,"₹4,443.88","₹5,076.80",₹621.69,"₹3,867.24","₹1,593.60",₹713.16,"₹1,251.16","₹1,821.96",₹982.07,₹0.00,₹726.39,8.62%,"₹2,553.46","₹8,527.90",₹551.37,₹251.51,₹201.26,₹242.08,₹484.88,₹30.02,₹0.00,₹45.78,15.00%
PID_14092,"₹24,150.61",Low,62,3,Self_Employed,Tier_2,"₹4,830.12",₹0.00,₹807.62,"₹3,372.32","₹1,210.44",₹680.12,₹798.89,"₹1,209.81","₹1,016.69","₹1,620.10",₹326.58,5.42%,"₹1,309.80","₹8,277.92",₹266.55,₹148.46,₹148.62,₹205.11,₹296.67,₹23.54,₹40.60,₹19.68,20.00%
PID_14093,"₹9,099.46",Low,47,3,Retired,Tier_2,"₹1,819.89","₹1,476.49",₹422.31,"₹1,273.69",₹616.20,₹188.78,₹292.99,₹703.09,₹369.04,₹529.67,₹163.23,7.79%,₹708.92,"₹1,244.10",₹154.57,₹118.76,₹27.08,₹25.94,₹106.75,₹8.53,₹20.53,₹40.19,20.00%
PID_14094,"₹21,787.56",Low,59,0,Self_Employed,Tier_1,"₹6,536.27",₹0.00,₹454.29,"₹3,078.78","₹1,493.00","₹1,070.71",₹497.83,"₹1,471.61","₹1,086.37",₹0.00,₹401.00,5.13%,"₹1,117.65","₹5,697.69",₹173.68,₹206.02,₹98.73,₹100.10,₹155.74,₹0.12,₹0.00,₹111.83,30.00%
PID_14095,"₹27,703.45",Low,43,1,Self_Employed,Tier_1,"₹8,311.03","₹4,721.91","₹1,242.31","₹4,147.56","₹2,155.46",₹650.95,"₹1,362.93","₹2,204.04",₹985.32,"₹2,651.99",₹292.03,5.55%,₹0.00,N/A,₹478.00,₹149.30,₹40.93,₹398.45,₹467.57,₹35.83,₹23.55,₹63.31,30.00%
PID_14096,"₹18,150.88",Low,55,2,Self_Employed,Tier_1,"₹5,445.26","₹3,424.94",₹819.63,"₹2,399.61",₹920.04,₹851.73,₹699.81,"₹1,431.90",₹760.37,"₹1,429.60",₹198.93,8.80%,₹0.00,N/A,₹593.88,₹95.54,₹61.31,₹194.34,₹243.36,₹9.47,₹34.10,₹23.55,30.00%
PID_14097,"₹51,967.46",Middle,60,0,Student,Tier_2,"₹10,393.49",₹0.00,"₹1,043.71","₹6,510.34","₹2,718.27","₹1,076.94","₹2,100.48","₹3,482.51","₹2,152.93",₹0.00,₹736.33,14.43%,"₹7,498.02","₹21,752.46","₹1,138.56",₹227.12,₹74.18,₹405.84,₹429.43,₹17.90,₹0.00,₹122.07,20.00%
PID_14098,"₹62,597.42",Middle,57,3,Retired,Tier_2,"₹12,519.48","₹5,236.74","₹2,959.06","₹7,439.29","₹3,895.12","₹1,897.35","₹2,224.18","₹3,197.13","₹2,726.50","₹5,117.78","₹1,349.76",12.18%,"₹7,623.89","₹14,035.02","₹1,017.20",₹759.58,₹333.84,₹527.87,₹366.52,₹54.12,₹74.24,₹140.85,20.00%
PID_14099,"₹28,176.49",Low,60,3,Student,Tier_3,"₹4,226.47","₹1,620.35","₹1,168.32","₹4,179.72","₹1,702.12",₹935.14,"₹1,256.26","₹1,314.94",₹998.19,"₹2,740.88",₹557.53,8.65%,"₹2,436.92","₹7,476.57",₹623.89,₹508.20,₹70.54,₹150.86,₹137.38,₹44.44,₹111.32,₹44.67,15.00%
PID_14100,"₹36,076.10",Middle,55,0,Retired,Tier_3,"₹5,411.42",₹0.00,"₹1,738.84","₹4,780.62","₹2,385.29","₹1,126.08","₹1,729.18","₹2,745.87","₹1,118.35",₹0.00,₹576.92,9.00%,"₹3,246.83","₹14,463.54","₹1,399.50",₹158.85,₹200.74,₹369.31,₹224.48,₹2.67,₹0.00,₹170.42,15.00%
PID_14101,"₹5,324.68",Low,61,1,Student,Tier_2,"₹1,064.94",₹0.00,₹254.91,₹721.38,₹304.58,₹167.99,₹185.12,₹363.16,₹243.35,₹387.88,₹82.63,5.34%,₹284.48,"₹1,548.73",₹44.46,₹67.66,₹10.31,₹55.46,₹102.56,₹10.02,₹2.03,₹17.22,20.00%
PID_14102,"₹21,419.79",Low,20,4,Professional,Tier_2,"₹4,283.96","₹2,126.03",₹587.95,"₹2,927.15","₹1,426.11",₹493.55,₹506.65,"₹1,344.75",₹735.56,"₹1,947.07",₹256.82,9.68%,"₹2,074.13","₹4,784.19",₹815.87,₹291.12,₹87.51,₹132.99,₹346.83,₹12.76,₹67.98,₹51.87,20.00%
PID_14103,"₹67,024.27",Middle,30,2,Professional,Tier_1,"₹20,107.28",₹0.00,"₹2,381.27","₹7,651.09","₹5,105.92","₹2,709.10","₹3,153.28","₹3,735.54","₹3,148.08","₹4,090.80","₹1,799.32",12.44%,"₹8,335.81","₹13,142.59","₹1,235.48",₹640.13,₹459.06,₹507.56,₹385.44,₹91.69,₹184.85,₹455.14,30.00%
PID_14104,"₹21,379.83",Low,53,4,Professional,Tier_3,"₹3,206.98",₹0.00,₹741.44,"₹2,909.35","₹1,432.02","₹1,004.09",₹491.84,₹881.99,₹709.92,"₹1,405.59",₹480.17,9.30%,"₹1,987.79","₹8,116.44",₹525.05,₹89.47,₹130.08,₹81.24,₹202.05,₹23.50,₹51.69,₹46.39,15.00%
PID_14105,"₹16,632.99",Low,58,2,Student,Tier_2,"₹3,326.60","₹2,961.82",₹686.51,"₹1,855.12","₹1,201.58",₹555.02,₹642.47,"₹1,314.80",₹718.37,"₹1,041.66",₹170.29,5.98%,₹993.93,"₹2,158.76",₹365.07,₹305.58,₹80.65,₹84.64,₹98.90,₹20.46,₹21.25,₹10.30,20.00%
PID_14106,"₹185,554.48",High,29,4,Retired,Tier_2,"₹37,110.90",₹0.00,"₹6,950.21","₹23,393.89","₹12,886.81","₹8,244.66","₹8,620.25","₹12,829.99","₹8,417.75","₹15,175.36","₹5,172.49",20.13%,"₹37,354.95","₹46,752.18","₹2,316.22","₹1,449.42","₹2,277.76","₹1,469.77","₹1,387.40",₹283.38,₹217.90,₹918.08,20.00%
PID_14107,"₹128,568.15",High,37,4,Student,Tier_1,"₹38,570.45","₹20,464.61","₹6,289.53","₹13,733.11","₹9,705.79","₹3,934.40","₹3,123.40","₹8,995.66","₹4,527.12","₹8,150.83","₹3,221.82",15.20%,"₹7,851.44","₹7,851.44","₹3,713.76","₹2,633.15",₹314.62,₹468.05,"₹2,510.68",₹17.03,₹375.40,₹887.37,30.00%
PID_14108,"₹43,608.73",Middle,56,2,Retired,Tier_3,"₹6,541.31","₹2,396.43","₹1,532.36","₹5,510.37","₹2,353.91","₹2,104.41","₹1,269.59","₹2,061.63","₹1,935.86","₹3,610.72","₹1,166.95",11.39%,"₹4,967.09","₹13,125.20","₹1,118.75",₹365.65,₹571.50,₹365.57,₹242.94,₹6.11,₹31.46,₹189.31,15.00%
PID_14109,"₹74,613.83",High,61,2,Professional,Tier_2,"₹14,922.77","₹5,461.75","₹2,328.53","₹10,807.80","₹4,033.68","₹3,048.18","₹2,464.73","₹5,832.85","₹2,928.47","₹4,126.42",₹795.67,12.36%,"₹9,218.55","₹17,862.97","₹2,121.56",₹635.84,₹635.60,₹251.40,"₹1,110.43",₹76.18,₹25.68,₹58.24,20.00%
PID_14110,"₹5,055.36",Low,25,3,Student,Tier_3,₹758.30,₹957.77,₹251.57,₹599.09,₹388.59,₹147.79,₹114.61,₹340.00,₹217.11,₹386.78,₹85.81,5.14%,₹259.79,₹807.94,₹70.94,₹103.22,₹29.79,₹32.68,₹45.58,₹3.15,₹0.34,₹19.90,15.00%
PID_14111,"₹15,977.10",Low,64,1,Retired,Tier_1,"₹4,793.13",₹0.00,₹604.17,"₹1,955.54","₹1,196.69",₹665.62,₹428.96,₹758.69,₹793.24,"₹1,067.88",₹289.62,5.76%,₹920.71,"₹3,423.57",₹127.73,₹275.12,₹140.19,₹89.90,₹73.02,₹26.15,₹38.00,₹86.38,30.00%
PID_14112,"₹20,598.76",Low,19,1,Retired,Tier_1,"₹6,179.63","₹2,563.04",₹664.98,"₹2,694.26","₹1,116.50",₹573.85,₹728.34,"₹1,264.49",₹941.80,"₹1,777.43",₹290.13,5.45%,"₹1,122.87","₹1,804.32",₹746.92,₹269.24,₹82.41,₹162.85,₹236.36,₹28.95,₹32.59,₹38.42,30.00%
PID_14113,"₹24,838.96",Low,28,3,Self_Employed,Tier_2,"₹4,967.79",₹0.00,₹760.41,"₹3,724.67","₹1,335.76","₹1,212.38",₹839.66,"₹1,194.24","₹1,207.64","₹1,508.28",₹670.08,8.53%,"₹2,119.87","₹7,418.05",₹695.44,₹219.97,₹135.54,₹145.00,₹164.58,₹41.69,₹22.30,₹66.77,20.00%
PID_14114,"₹20,272.03",Low,38,4,Retired,Tier_1,"₹6,081.61",₹0.00,₹835.78,"₹2,962.11","₹1,521.31",₹693.73,₹548.28,"₹1,255.14",₹799.53,"₹1,995.91",₹538.94,9.42%,"₹1,909.38","₹3,039.70",₹835.63,₹317.23,₹131.05,₹102.61,₹108.16,₹10.15,₹37.86,₹113.95,30.00%
PID_14115,"₹3,900.78",Low,54,2,Professional,Tier_1,"₹1,170.23",₹569.57,₹182.07,₹470.04,₹308.42,₹185.40,₹187.90,₹308.68,₹154.02,₹298.93,₹54.43,5.03%,₹11.08,₹11.08,₹39.18,₹16.33,₹52.76,₹31.88,₹29.66,₹0.41,₹2.60,₹10.84,30.00%
PID_14116,"₹40,854.50",Middle,23,0,Student,Tier_2,"₹8,170.90",₹0.00,"₹1,033.87","₹6,094.26","₹2,687.75","₹1,169.47","₹1,694.48","₹1,711.55","₹1,405.26",₹0.00,₹967.82,12.52%,"₹5,114.88","₹15,919.15","₹1,044.32",₹779.64,₹236.29,₹147.20,₹287.86,₹41.22,₹0.00,₹209.85,20.00%
PID_14117,"₹46,345.34",Middle,36,4,Self_Employed,Tier_1,"₹13,903.60","₹2,972.54","₹1,444.90","₹6,363.84","₹2,984.47","₹1,633.27","₹1,703.21","₹3,604.52","₹2,061.33","₹3,286.39","₹1,305.40",10.90%,"₹5,051.84","₹5,081.87",₹547.36,₹749.08,₹396.78,₹208.06,₹464.26,₹40.64,₹126.92,₹307.70,30.00%
PID_14118,"₹108,063.22",High,47,1,Professional,Tier_2,"₹21,612.64",₹0.00,"₹2,373.81","₹11,381.47","₹5,981.92","₹5,027.03","₹4,281.84","₹7,330.83","₹5,340.59","₹5,569.33","₹2,330.24",22.24%,"₹24,036.18","₹36,833.51","₹2,253.35",₹876.00,₹291.74,"₹1,001.69","₹1,086.03",₹218.48,₹39.54,₹346.01,20.00%
PID_14119,"₹15,967.41",Low,63,2,Student,Tier_2,"₹3,193.48","₹2,179.85",₹450.67,"₹2,382.84",₹813.79,₹545.78,₹404.00,"₹1,190.65",₹516.61,₹832.59,₹189.85,5.35%,₹854.62,"₹3,267.30",₹551.44,₹112.60,₹106.50,₹73.01,₹296.53,₹21.92,₹21.76,₹9.76,20.00%
PID_14120,"₹14,955.32",Low,56,3,Student,Tier_1,"₹4,486.59",₹0.00,₹710.77,"₹2,020.74",₹872.02,₹711.31,₹452.67,₹663.59,₹582.60,"₹1,396.98",₹345.85,6.81%,"₹1,018.91","₹2,712.21",₹528.65,₹67.31,₹203.81,₹67.19,₹126.77,₹10.50,₹22.21,₹102.22,30.00%
PID_14121,"₹3,515.60",Low,61,4,Self_Employed,Tier_2,₹703.12,₹0.00,₹138.35,₹464.07,₹276.39,₹120.63,₹97.69,₹164.03,₹144.02,₹233.09,₹55.35,6.58%,₹231.28,"₹1,118.86",₹61.60,₹59.31,₹35.96,₹14.96,₹38.22,₹1.71,₹3.57,₹14.73,20.00%
PID_14122,"₹23,720.60",Low,53,0,Professional,Tier_1,"₹7,116.18","₹4,196.67","₹1,123.46","₹3,518.93","₹1,667.67",₹928.44,"₹1,068.96","₹1,819.71","₹1,090.30",₹0.00,₹562.64,9.66%,₹627.63,₹627.63,₹385.41,₹291.62,₹209.18,₹75.29,₹411.57,₹0.24,₹0.00,₹128.48,30.00%
PID_14123,"₹61,687.84",Middle,37,4,Student,Tier_2,"₹12,337.57","₹11,434.80","₹2,264.99","₹7,737.67","₹3,299.35","₹2,937.37","₹2,475.82","₹4,462.49","₹2,845.32","₹3,331.14","₹1,276.16",12.02%,"₹7,285.17","₹7,285.17","₹1,865.22",₹599.94,₹275.76,₹136.41,₹885.95,₹89.69,₹8.83,₹345.84,20.00%
PID_14124,"₹18,389.56",Low,27,3,Self_Employed,Tier_1,"₹5,516.87",₹0.00,₹912.40,"₹2,012.21",₹947.44,₹818.13,₹455.20,"₹1,215.49",₹707.10,"₹1,838.84",₹465.75,9.19%,"₹1,689.22","₹3,500.15",₹350.93,₹230.01,₹238.85,₹74.13,₹163.32,₹2.99,₹74.41,₹114.37,30.00%
PID_14125,"₹166,659.57",High,41,0,Student,Tier_1,"₹49,997.87",₹0.00,"₹6,511.34","₹19,033.40","₹12,055.27","₹7,334.46","₹4,577.78","₹10,745.89","₹8,129.67",₹0.00,"₹1,704.43",19.41%,"₹32,349.15","₹46,569.47","₹1,375.05",₹880.30,₹523.24,"₹1,116.06","₹2,919.66",₹124.93,₹0.00,₹318.71,30.00%
PID_14126,"₹24,432.68",Low,50,4,Student,Tier_2,"₹4,886.54",₹0.00,"₹1,017.23","₹3,155.51","₹1,465.00","₹1,170.29",₹983.69,"₹1,011.27",₹859.13,"₹2,141.86",₹269.90,5.05%,"₹1,233.91","₹7,472.27",₹467.02,₹177.87,₹210.25,₹114.25,₹177.36,₹4.27,₹43.14,₹22.97,20.00%
