Income,Cleaned_Income,Age,Cleaned_Age,Dependents,Cleaned_Dependents,Occupation,Cleaned_Occupation,City_Tier,Rent,Cleaned_Rent,Loan_Repayment,Cleaned_Loan_Repayment,Insurance,Cleaned_Insurance,Groceries,Cleaned_Groceries,Transport,Cleaned_Transport,Eating_Out,Cleaned_Eating_Out,Entertainment,Cleaned_Entertainment,Utilities,Cleaned_Utilities,Healthcare,Cleaned_Healthcare,Education,Cleaned_Education,Miscellaneous,Cleaned_Miscellaneuos,Desired_Savings_Percentage,Cleaned_Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
"₹42,052.23","₹42,052.23",61,61,0,0,Student,Student,Tier_2,"₹8,410.45","₹8,410.45","₹2,585.79","₹2,585.79","₹1,964.03","₹1,964.03","₹5,115.76","₹5,115.76","₹2,833.38","₹2,833.38","₹1,460.34","₹1,460.34","₹1,428.06","₹1,428.06","₹2,094.90","₹2,094.90","₹1,445.21","₹1,445.21",₹0.00,₹0.00,"₹1,084.84","₹1,084.84",11.31187366,11.31%,"₹4,756.89","₹13,629.47",₹696.02,₹787.78,₹366.05,₹167.25,₹353.44,₹32.48,₹0.00,₹112.37
"₹24,587.02","₹24,587.02",49,49,0,0,Self_Employed,Self_Employed,Tier_2,"₹4,917.40","₹4,917.40","₹1,768.70","₹1,768.70","₹1,201.72","₹1,201.72","₹2,479.29","₹2,479.29","₹1,327.58","₹1,327.58",₹796.72,₹796.72,₹645.78,₹645.78,"₹1,215.15","₹1,215.15","₹1,068.62","₹1,068.62",₹0.00,₹0.00,₹683.07,₹683.07,8.008393739,8.01%,"₹1,969.03","₹8,482.99",₹483.29,₹343.93,₹198.47,₹48.73,₹267.69,₹28.30,₹0.00,₹141.36
"₹58,509.49","₹58,509.49",52,52,0,0,Professional,Professional,Tier_1,"₹17,552.85","₹17,552.85","₹9,879.71","₹9,879.71","₹2,645.97","₹2,645.97","₹8,648.77","₹8,648.77","₹4,538.36","₹4,538.36","₹2,531.36","₹2,531.36","₹1,684.43","₹1,684.43","₹2,891.60","₹2,891.60","₹2,595.40","₹2,595.40",₹0.00,₹0.00,"₹1,000.24","₹1,000.24",12.48384957,12.48%,"₹4,540.81","₹4,540.81","₹2,125.97",₹647.66,₹542.32,₹232.96,₹731.80,₹52.37,₹0.00,₹265.60
"₹59,207.82","₹59,207.82",18,18,2,2,Professional,Professional,Tier_2,"₹11,841.56","₹11,841.56",₹0.00,₹0.00,"₹2,155.26","₹2,155.26","₹8,419.07","₹8,419.07","₹4,649.95","₹4,649.95","₹1,978.39","₹1,978.39","₹2,546.56","₹2,546.56","₹2,412.59","₹2,412.59","₹1,828.79","₹1,828.79","₹4,850.39","₹4,850.39","₹1,345.56","₹1,345.56",10.12802737,10.13%,"₹5,996.58","₹17,179.71","₹1,784.88",₹989.88,₹305.97,₹380.55,₹649.08,₹27.02,₹224.99,₹90.54
"₹111,254.72","₹111,254.72",36,36,2,2,Self_Employed,Self_Employed,Tier_1,"₹33,376.42","₹33,376.42","₹12,468.24","₹12,468.24","₹4,149.73","₹4,149.73","₹14,954.13","₹14,954.13","₹8,776.90","₹8,776.90","₹3,069.36","₹3,069.36","₹2,586.22","₹2,586.22","₹7,657.76","₹7,657.76","₹4,378.83","₹4,378.83","₹8,427.49","₹8,427.49","₹2,027.43","₹2,027.43",15.45194845,15.45%,"₹9,382.21","₹9,382.21",₹805.76,"₹2,070.53",₹878.69,₹306.38,"₹1,867.12",₹15.48,₹234.63,₹387.98
"₹28,947.83","₹28,947.83",50,50,0,0,Student,Student,Tier_1,"₹8,684.35","₹8,684.35","₹4,457.87","₹4,457.87",₹950.06,₹950.06,"₹4,147.97","₹4,147.97","₹2,053.79","₹2,053.79",₹914.38,₹914.38,"₹1,005.02","₹1,005.02","₹1,835.13","₹1,835.13","₹1,386.88","₹1,386.88",₹0.00,₹0.00,₹617.15,₹617.15,9.219740845,9.22%,"₹2,668.92","₹2,895.22",₹863.26,₹116.97,₹213.43,₹279.20,₹255.43,₹62.45,₹0.00,₹138.64
"₹26,278.06","₹26,278.06",36,36,2,2,Retired,Retired,Tier_2,"₹5,255.61","₹5,255.61",₹0.00,₹0.00,₹533.96,₹533.96,"₹2,820.25","₹2,820.25","₹1,692.02","₹1,692.02",₹611.65,₹611.65,"₹1,243.37","₹1,243.37","₹1,324.07","₹1,324.07",₹954.47,₹954.47,"₹1,791.03","₹1,791.03",₹530.36,₹530.36,9.947084638,9.95%,"₹2,613.90","₹9,521.27",₹632.14,₹161.16,₹168.28,₹337.14,₹356.13,₹0.11,₹25.21,₹78.81
"₹16,924.49","₹16,924.49",53,53,0,0,Retired,Retired,Tier_2,"₹3,384.90","₹3,384.90",₹0.00,₹0.00,₹589.81,₹589.81,"₹1,886.24","₹1,886.24","₹1,323.56","₹1,323.56",₹381.55,₹381.55,₹439.88,₹439.88,"₹1,269.66","₹1,269.66",₹736.14,₹736.14,₹0.00,₹0.00,₹304.47,₹304.47,8.792660261,8.79%,"₹1,488.11","₹6,608.29",₹485.78,₹272.08,₹70.33,₹50.47,₹146.65,₹11.74,₹0.00,₹81.64
"₹46,116.33","₹46,116.33",44,44,2,2,Professional,Professional,Tier_2,"₹9,223.27","₹9,223.27",₹0.00,₹0.00,"₹2,138.62","₹2,138.62","₹4,800.55","₹4,800.55","₹2,371.66","₹2,371.66","₹1,691.58","₹1,691.58",₹929.69,₹929.69,"₹2,548.02","₹2,548.02","₹1,572.96","₹1,572.96","₹4,347.56","₹4,347.56","₹1,048.33","₹1,048.33",12.98464218,12.98%,"₹5,988.04","₹15,444.09","₹1,019.80",₹698.43,₹127.72,₹263.72,₹629.72,₹67.69,₹195.74,₹83.86
"₹8,693.61","₹8,693.61",30,30,3,3,Student,Student,Tier_2,"₹1,738.72","₹1,738.72",₹0.00,₹0.00,₹202.24,₹202.24,"₹1,271.32","₹1,271.32",₹558.49,₹558.49,₹387.57,₹387.57,₹300.71,₹300.71,₹679.64,₹679.64,₹367.21,₹367.21,₹765.86,₹765.86,₹138.36,₹138.36,8.636026681,8.64%,₹750.78,"₹2,283.49",₹164.17,₹143.18,₹97.84,₹22.91,₹85.21,₹0.22,₹6.62,₹16.10
"₹55,816.37","₹55,816.37",44,44,0,0,Retired,Retired,Tier_2,"₹11,163.27","₹11,163.27",₹0.00,₹0.00,"₹1,466.00","₹1,466.00","₹6,503.68","₹6,503.68","₹4,162.59","₹4,162.59","₹1,633.95","₹1,633.95","₹1,679.75","₹1,679.75","₹3,721.80","₹3,721.80","₹1,719.66","₹1,719.66",₹0.00,₹0.00,₹704.22,₹704.22,11.03890627,11.04%,"₹6,161.52","₹23,061.45",₹677.40,₹254.57,₹357.47,₹286.39,₹995.92,₹1.73,₹0.00,₹125.93
"₹48,012.70","₹48,012.70",63,63,0,0,Retired,Retired,Tier_1,"₹14,403.81","₹14,403.81","₹7,114.66","₹7,114.66","₹1,211.01","₹1,211.01","₹7,031.81","₹7,031.81","₹3,053.58","₹3,053.58","₹1,046.71","₹1,046.71","₹1,990.54","₹1,990.54","₹2,986.13","₹2,986.13","₹2,289.92","₹2,289.92",₹0.00,₹0.00,₹524.45,₹524.45,14.7239194,14.72%,"₹6,360.07","₹6,360.07","₹1,061.54",₹247.72,₹193.67,₹531.28,₹320.94,₹56.68,₹0.00,₹123.82
"₹47,906.61","₹47,906.61",31,31,4,4,Professional,Professional,Tier_1,"₹14,371.98","₹14,371.98",₹0.00,₹0.00,₹975.23,₹975.23,"₹5,945.83","₹5,945.83","₹3,587.16","₹3,587.16","₹1,230.83","₹1,230.83","₹2,162.35","₹2,162.35","₹3,795.21","₹3,795.21","₹2,045.27","₹2,045.27","₹3,310.28","₹3,310.28","₹1,146.18","₹1,146.18",11.62104806,11.62%,"₹5,567.25","₹9,336.29",₹794.48,₹561.47,₹158.26,₹591.97,"₹1,045.99",₹66.66,₹41.12,₹332.21
"₹33,507.78","₹33,507.78",41,41,4,4,Student,Student,Tier_1,"₹10,052.33","₹10,052.33",₹0.00,₹0.00,₹809.78,₹809.78,"₹4,561.93","₹4,561.93","₹2,647.78","₹2,647.78","₹1,209.11","₹1,209.11",₹910.04,₹910.04,"₹2,094.60","₹2,094.60","₹1,357.49","₹1,357.49","₹2,394.91","₹2,394.91",₹628.64,₹628.64,6.987407612,6.99%,"₹2,341.32","₹6,841.17",₹238.77,₹596.12,₹95.85,₹107.80,₹464.21,₹37.55,₹107.15,₹93.18
"₹102,266.28","₹102,266.28",52,52,1,1,Retired,Retired,Tier_3,"₹15,339.94","₹15,339.94","₹7,424.39","₹7,424.39","₹3,435.91","₹3,435.91","₹14,074.52","₹14,074.52","₹5,872.87","₹5,872.87","₹4,103.72","₹4,103.72","₹3,001.77","₹3,001.77","₹6,242.62","₹6,242.62","₹4,203.73","₹4,203.73","₹7,770.05","₹7,770.05","₹1,860.27","₹1,860.27",21.00138146,21.00%,"₹21,477.33","₹28,936.48","₹2,131.54","₹1,337.93",₹476.34,₹621.93,"₹1,592.94",₹73.75,₹26.76,₹424.52
"₹60,267.45","₹60,267.45",36,36,3,3,Student,Student,Tier_1,"₹18,080.23","₹18,080.23",₹0.00,₹0.00,"₹2,660.68","₹2,660.68","₹6,943.88","₹6,943.88","₹3,340.15","₹3,340.15","₹2,669.79","₹2,669.79","₹1,252.44","₹1,252.44","₹3,304.43","₹3,304.43","₹2,645.83","₹2,645.83","₹4,379.16","₹4,379.16",₹848.10,₹848.10,10.8804998,10.88%,"₹6,557.40","₹14,142.75",₹483.57,₹937.62,₹764.49,₹351.28,₹731.72,₹61.99,₹112.83,₹116.92
"₹18,458.70","₹18,458.70",42,42,3,3,Student,Student,Tier_3,"₹2,768.80","₹2,768.80","₹1,391.13","₹1,391.13",₹391.45,₹391.45,"₹2,265.98","₹2,265.98","₹1,447.72","₹1,447.72",₹532.82,₹532.82,₹707.95,₹707.95,"₹1,183.37","₹1,183.37",₹689.01,₹689.01,₹929.63,₹929.63,₹552.16,₹552.16,8.521552162,8.52%,"₹1,572.97","₹5,598.67",₹339.46,₹245.44,₹47.71,₹106.85,₹252.56,₹22.38,₹5.99,₹117.54
"₹18,724.90","₹18,724.90",28,28,1,1,Professional,Professional,Tier_2,"₹3,744.98","₹3,744.98","₹2,787.58","₹2,787.58",₹610.98,₹610.98,"₹2,716.02","₹2,716.02","₹1,061.80","₹1,061.80",₹861.12,₹861.12,₹691.39,₹691.39,₹842.52,₹842.52,₹710.38,₹710.38,"₹1,351.46","₹1,351.46",₹254.42,₹254.42,8.319495575,8.32%,"₹1,557.82","₹3,092.25",₹344.71,₹91.73,₹166.18,₹155.38,₹172.57,₹2.52,₹20.87,₹64.00
"₹14,841.96","₹14,841.96",26,26,4,4,Retired,Retired,Tier_2,"₹2,968.39","₹2,968.39","₹1,272.32","₹1,272.32",₹672.97,₹672.97,"₹2,066.29","₹2,066.29","₹1,021.82","₹1,021.82",₹409.66,₹409.66,₹514.30,₹514.30,₹731.33,₹731.33,₹593.00,₹593.00,₹871.63,₹871.63,₹325.51,₹325.51,8.260359376,8.26%,"₹1,226.00","₹3,394.75",₹172.04,₹141.50,₹105.95,₹46.35,₹176.28,₹2.61,₹7.36,₹42.61
"₹46,629.06","₹46,629.06",23,23,1,1,Professional,Professional,Tier_2,"₹9,325.81","₹9,325.81",₹0.00,₹0.00,"₹2,227.48","₹2,227.48","₹5,983.21","₹5,983.21","₹2,947.91","₹2,947.91","₹1,940.45","₹1,940.45","₹1,266.30","₹1,266.30","₹3,392.47","₹3,392.47","₹2,236.25","₹2,236.25","₹2,969.05","₹2,969.05","₹1,209.71","₹1,209.71",13.31828968,13.32%,"₹6,210.19","₹13,130.41",₹996.61,₹684.80,₹397.11,₹98.57,₹292.27,₹10.10,₹67.06,₹279.46
"₹13,478.37","₹13,478.37",53,53,4,4,Self_Employed,Self_Employed,Tier_2,"₹2,695.67","₹2,695.67","₹1,566.85","₹1,566.85",₹300.77,₹300.77,"₹1,623.90","₹1,623.90",₹818.57,₹818.57,₹305.23,₹305.23,₹509.35,₹509.35,₹884.29,₹884.29,₹442.36,₹442.36,"₹1,346.14","₹1,346.14",₹207.83,₹207.83,5.592269415,5.59%,₹753.75,"₹2,777.41",₹422.42,₹143.11,₹52.81,₹78.51,₹207.91,₹16.27,₹37.32,₹59.20
"₹71,372.39","₹71,372.39",54,54,0,0,Retired,Retired,Tier_1,"₹21,411.72","₹21,411.72",₹0.00,₹0.00,"₹2,848.56","₹2,848.56","₹10,623.49","₹10,623.49","₹3,846.96","₹3,846.96","₹1,631.43","₹1,631.43","₹2,746.34","₹2,746.34","₹4,324.65","₹4,324.65","₹2,640.63","₹2,640.63",₹0.00,₹0.00,"₹1,270.52","₹1,270.52",14.04995653,14.05%,"₹10,027.79","₹20,028.09","₹2,293.29",₹773.40,₹184.47,₹256.66,₹481.39,₹91.19,₹0.00,₹319.13
"₹86,450.85","₹86,450.85",46,46,1,1,Student,Student,Tier_1,"₹25,935.25","₹25,935.25",₹0.00,₹0.00,"₹3,520.48","₹3,520.48","₹8,823.02","₹8,823.02","₹5,804.61","₹5,804.61","₹3,723.10","₹3,723.10","₹3,872.63","₹3,872.63","₹4,393.31","₹4,393.31","₹3,647.35","₹3,647.35","₹5,673.40","₹5,673.40","₹1,350.67","₹1,350.67",10.56371237,10.56%,"₹9,132.42","₹19,707.02",₹786.51,"₹1,455.88",₹310.34,₹344.66,"₹1,303.97",₹142.70,₹45.39,₹126.31
"₹14,849.77","₹14,849.77",26,26,2,2,Student,Student,Tier_2,"₹2,969.95","₹2,969.95",₹0.00,₹0.00,₹728.36,₹728.36,"₹2,055.04","₹2,055.04",₹880.41,₹880.41,₹505.82,₹505.82,₹452.48,₹452.48,₹659.06,₹659.06,₹458.16,₹458.16,₹777.26,₹777.26,₹211.46,₹211.46,8.431277434,8.43%,"₹1,252.03","₹5,151.76",₹209.43,₹64.15,₹148.42,₹102.27,₹195.80,₹22.73,₹35.02,₹63.43
"₹25,861.58","₹25,861.58",50,50,4,4,Retired,Retired,Tier_3,"₹3,879.24","₹3,879.24",₹0.00,₹0.00,₹541.54,₹541.54,"₹3,342.81","₹3,342.81","₹1,641.99","₹1,641.99",₹656.97,₹656.97,"₹1,173.47","₹1,173.47","₹2,018.46","₹2,018.46",₹958.54,₹958.54,"₹1,520.70","₹1,520.70",₹304.02,₹304.02,9.732410545,9.73%,"₹2,516.96","₹9,823.85",₹693.16,₹271.30,₹136.99,₹268.01,₹140.20,₹44.54,₹14.85,₹34.72
"₹30,401.57","₹30,401.57",40,40,0,0,Professional,Professional,Tier_2,"₹6,080.31","₹6,080.31",₹0.00,₹0.00,"₹1,339.65","₹1,339.65","₹4,445.87","₹4,445.87","₹2,111.28","₹2,111.28","₹1,492.27","₹1,492.27","₹1,324.31","₹1,324.31","₹1,671.68","₹1,671.68","₹1,235.94","₹1,235.94",₹0.00,₹0.00,₹842.78,₹842.78,7.63371542,7.63%,"₹2,320.77","₹9,857.46",₹850.07,₹378.77,₹190.81,₹182.85,₹301.77,₹51.79,₹0.00,₹201.50
"₹60,848.30","₹60,848.30",32,32,2,2,Student,Student,Tier_2,"₹12,169.66","₹12,169.66","₹10,538.93","₹10,538.93","₹2,339.97","₹2,339.97","₹8,345.63","₹8,345.63","₹4,846.70","₹4,846.70","₹1,972.66","₹1,972.66","₹2,732.92","₹2,732.92","₹4,211.57","₹4,211.57","₹2,560.69","₹2,560.69","₹5,653.37","₹5,653.37","₹1,428.77","₹1,428.77",10.98732315,10.99%,"₹4,047.43","₹4,047.43","₹1,473.01","₹1,345.21",₹364.21,₹579.25,"₹1,227.71",₹15.54,₹79.67,₹190.81
"₹108,708.73","₹108,708.73",28,28,2,2,Retired,Retired,Tier_3,"₹16,306.31","₹16,306.31",₹0.00,₹0.00,"₹2,405.35","₹2,405.35","₹11,660.57","₹11,660.57","₹6,565.69","₹6,565.69","₹4,830.17","₹4,830.17","₹2,689.72","₹2,689.72","₹6,345.06","₹6,345.06","₹3,484.24","₹3,484.24","₹5,975.53","₹5,975.53","₹1,829.17","₹1,829.17",23.81013445,23.81%,"₹25,883.69","₹46,616.92",₹685.45,"₹1,727.98","₹1,426.96",₹179.13,"₹1,105.03",₹36.51,₹133.90,₹355.97
"₹7,789.71","₹7,789.71",40,40,3,3,Student,Student,Tier_2,"₹1,557.94","₹1,557.94",₹0.00,₹0.00,₹235.30,₹235.30,"₹1,085.88","₹1,085.88",₹480.97,₹480.97,₹297.31,₹297.31,₹198.75,₹198.75,₹491.47,₹491.47,₹285.32,₹285.32,₹415.35,₹415.35,₹91.72,₹91.72,6.011404863,6.01%,₹468.27,"₹2,649.69",₹75.70,₹78.75,₹22.00,₹34.42,₹108.46,₹2.03,₹17.36,₹27.00
"₹23,258.08","₹23,258.08",43,43,4,4,Professional,Professional,Tier_2,"₹4,651.62","₹4,651.62","₹2,118.32","₹2,118.32",₹848.53,₹848.53,"₹2,704.79","₹2,704.79","₹1,432.77","₹1,432.77","₹1,007.57","₹1,007.57","₹1,049.24","₹1,049.24","₹1,769.21","₹1,769.21",₹791.36,₹791.36,"₹1,714.67","₹1,714.67",₹273.58,₹273.58,6.110155537,6.11%,"₹1,421.11","₹4,896.43",₹708.06,₹384.28,₹219.47,₹228.87,₹472.90,₹9.07,₹30.12,₹75.90
"₹24,249.21","₹24,249.21",18,18,0,0,Retired,Retired,Tier_3,"₹3,637.38","₹3,637.38",₹0.00,₹0.00,₹523.60,₹523.60,"₹2,838.42","₹2,838.42","₹1,541.48","₹1,541.48",₹631.54,₹631.54,₹895.62,₹895.62,"₹1,654.64","₹1,654.64",₹968.16,₹968.16,₹0.00,₹0.00,₹638.82,₹638.82,8.522241661,8.52%,"₹2,066.58","₹10,919.55",₹635.48,₹234.29,₹141.07,₹66.13,₹242.96,₹37.63,₹0.00,₹60.55
"₹9,783.15","₹9,783.15",47,47,4,4,Professional,Professional,Tier_1,"₹2,934.94","₹2,934.94",₹991.78,₹991.78,₹402.77,₹402.77,"₹1,217.19","₹1,217.19",₹646.15,₹646.15,₹199.65,₹199.65,₹383.15,₹383.15,₹443.02,₹443.02,₹337.43,₹337.43,₹810.72,₹810.72,₹127.36,₹127.36,7.265768825,7.27%,₹710.82,"₹1,288.98",₹314.64,₹153.92,₹29.85,₹80.78,₹45.19,₹11.96,₹25.62,₹29.80
"₹20,350.58","₹20,350.58",34,34,0,0,Professional,Professional,Tier_1,"₹6,105.17","₹6,105.17","₹1,973.85","₹1,973.85",₹940.57,₹940.57,"₹2,680.93","₹2,680.93","₹1,036.18","₹1,036.18",₹530.99,₹530.99,₹703.81,₹703.81,"₹1,204.28","₹1,204.28",₹798.34,₹798.34,₹0.00,₹0.00,₹401.54,₹401.54,7.646433818,7.65%,"₹1,556.09","₹3,974.91",₹444.86,₹215.26,₹68.69,₹88.01,₹125.29,₹10.93,₹0.00,₹61.66
"₹42,241.90","₹42,241.90",64,64,4,4,Retired,Retired,Tier_1,"₹12,672.57","₹12,672.57",₹0.00,₹0.00,"₹1,538.98","₹1,538.98","₹4,249.72","₹4,249.72","₹3,178.49","₹3,178.49",₹891.75,₹891.75,"₹1,743.92","₹1,743.92","₹3,272.88","₹3,272.88","₹2,036.12","₹2,036.12","₹3,354.23","₹3,354.23",₹926.36,₹926.36,14.49685497,14.50%,"₹6,123.75","₹8,376.87",₹387.97,₹658.96,₹101.00,₹448.44,₹748.91,₹71.56,₹75.82,₹182.80
"₹24,004.81","₹24,004.81",63,63,2,2,Professional,Professional,Tier_2,"₹4,800.96","₹4,800.96",₹0.00,₹0.00,₹970.42,₹970.42,"₹3,547.92","₹3,547.92","₹1,622.21","₹1,622.21",₹876.75,₹876.75,₹890.75,₹890.75,"₹1,744.99","₹1,744.99","₹1,071.20","₹1,071.20","₹1,228.24","₹1,228.24",₹478.60,₹478.60,6.451842133,6.45%,"₹1,548.75","₹6,772.75",₹897.11,₹370.72,₹131.95,₹165.47,₹389.57,₹20.78,₹17.82,₹118.62
"₹8,718.96","₹8,718.96",58,58,3,3,Professional,Professional,Tier_3,"₹1,307.84","₹1,307.84",₹0.00,₹0.00,₹339.04,₹339.04,"₹1,147.65","₹1,147.65",₹547.04,₹547.04,₹243.22,₹243.22,₹200.88,₹200.88,₹455.50,₹455.50,₹375.31,₹375.31,₹756.63,₹756.63,₹222.41,₹222.41,5.170807841,5.17%,₹450.84,"₹3,123.44",₹310.04,₹48.47,₹12.88,₹46.57,₹77.74,₹12.91,₹6.11,₹30.69
"₹299,005.97","₹299,005.97",40,40,1,1,Professional,Professional,Tier_2,"₹59,801.19","₹59,801.19",₹0.00,₹0.00,"₹6,501.11","₹6,501.11","₹36,059.47","₹36,059.47","₹14,963.81","₹14,963.81","₹13,624.93","₹13,624.93","₹8,453.14","₹8,453.14","₹21,556.05","₹21,556.05","₹14,305.86","₹14,305.86","₹17,420.34","₹17,420.34","₹8,539.96","₹8,539.96",23.82011611,23.82%,"₹71,223.57","₹97,780.11","₹9,560.02","₹1,013.78","₹1,038.89","₹1,093.58","₹4,846.60",₹352.73,₹824.16,"₹1,189.84"
"₹37,119.40","₹37,119.40",53,53,4,4,Student,Student,Tier_2,"₹7,423.88","₹7,423.88",₹0.00,₹0.00,"₹1,099.34","₹1,099.34","₹4,929.01","₹4,929.01","₹2,179.92","₹2,179.92","₹1,402.30","₹1,402.30","₹1,767.30","₹1,767.30","₹1,517.58","₹1,517.58","₹1,217.93","₹1,217.93","₹1,964.62","₹1,964.62",₹670.73,₹670.73,9.172997471,9.17%,"₹3,404.96","₹12,946.79","₹1,416.25",₹433.85,₹195.99,₹265.38,₹253.14,₹27.99,₹37.86,₹177.44
"₹32,804.07","₹32,804.07",58,58,2,2,Professional,Professional,Tier_2,"₹6,560.81","₹6,560.81",₹0.00,₹0.00,"₹1,484.39","₹1,484.39","₹4,397.65","₹4,397.65","₹1,926.22","₹1,926.22",₹660.78,₹660.78,"₹1,096.53","₹1,096.53","₹2,353.06","₹2,353.06","₹1,279.40","₹1,279.40","₹2,748.41","₹2,748.41",₹719.12,₹719.12,6.60457657,6.60%,"₹2,166.57","₹9,577.71",₹684.36,₹208.43,₹130.49,₹80.14,₹249.17,₹45.63,₹113.08,₹181.30
"₹12,464.15","₹12,464.15",22,22,1,1,Self_Employed,Self_Employed,Tier_2,"₹2,492.83","₹2,492.83","₹2,018.02","₹2,018.02",₹542.79,₹542.79,"₹1,258.62","₹1,258.62",₹882.18,₹882.18,₹427.21,₹427.21,₹323.57,₹323.57,₹905.25,₹905.25,₹611.82,₹611.82,"₹1,074.09","₹1,074.09",₹269.26,₹269.26,5.247437897,5.25%,₹654.05,"₹1,658.52",₹341.97,₹119.64,₹92.32,₹67.79,₹70.77,₹13.69,₹31.99,₹74.70
"₹36,957.27","₹36,957.27",52,52,1,1,Student,Student,Tier_2,"₹7,391.45","₹7,391.45",₹0.00,₹0.00,"₹1,119.34","₹1,119.34","₹3,887.05","₹3,887.05","₹2,025.27","₹2,025.27","₹1,289.29","₹1,289.29","₹1,144.15","₹1,144.15","₹2,235.51","₹2,235.51","₹1,586.28","₹1,586.28","₹2,795.46","₹2,795.46",₹550.62,₹550.62,8.206818961,8.21%,"₹3,033.02","₹12,932.87",₹607.56,₹429.35,₹277.40,₹151.15,₹121.73,₹63.58,₹60.51,₹142.29
"₹26,306.77","₹26,306.77",26,26,1,1,Self_Employed,Self_Employed,Tier_2,"₹5,261.35","₹5,261.35",₹0.00,₹0.00,₹937.15,₹937.15,"₹3,365.87","₹3,365.87","₹1,392.03","₹1,392.03",₹875.23,₹875.23,₹748.65,₹748.65,"₹1,071.73","₹1,071.73",₹831.69,₹831.69,"₹1,677.15","₹1,677.15",₹370.06,₹370.06,6.445775006,6.45%,"₹1,695.68","₹9,775.85",₹626.34,₹269.26,₹45.50,₹140.63,₹136.88,₹32.04,₹45.62,₹29.56
"₹6,621.88","₹6,621.88",21,21,2,2,Professional,Professional,Tier_2,"₹1,324.38","₹1,324.38",₹650.15,₹650.15,₹317.11,₹317.11,₹796.98,₹796.98,₹477.02,₹477.02,₹263.89,₹263.89,₹259.86,₹259.86,₹334.30,₹334.30,₹270.15,₹270.15,₹538.42,₹538.42,₹172.53,₹172.53,8.353509359,8.35%,₹553.16,"₹1,217.10",₹167.94,₹37.74,₹23.24,₹55.92,₹65.42,₹0.80,₹8.36,₹13.44
"₹12,743.14","₹12,743.14",24,24,0,0,Professional,Professional,Tier_1,"₹3,822.94","₹3,822.94",₹0.00,₹0.00,₹629.43,₹629.43,"₹1,574.50","₹1,574.50",₹821.08,₹821.08,₹530.44,₹530.44,₹466.39,₹466.39,₹794.97,₹794.97,₹429.46,₹429.46,₹0.00,₹0.00,₹301.43,₹301.43,6.230178166,6.23%,₹793.92,"₹3,372.51",₹427.03,₹127.74,₹142.68,₹129.00,₹147.89,₹9.23,₹0.00,₹83.42
"₹56,663.95","₹56,663.95",18,18,1,1,Student,Student,Tier_2,"₹11,332.79","₹11,332.79",₹0.00,₹0.00,"₹2,500.90","₹2,500.90","₹6,266.49","₹6,266.49","₹4,132.59","₹4,132.59","₹1,179.23","₹1,179.23","₹1,323.32","₹1,323.32","₹3,164.96","₹3,164.96","₹1,707.81","₹1,707.81","₹3,420.75","₹3,420.75","₹1,489.28","₹1,489.28",13.14251083,13.14%,"₹7,447.07","₹20,145.83","₹1,457.61","₹1,217.77",₹341.60,₹355.44,₹374.09,₹19.41,₹102.99,₹240.48
"₹142,083.02","₹142,083.02",33,33,3,3,Professional,Professional,Tier_2,"₹28,416.60","₹28,416.60",₹0.00,₹0.00,"₹4,021.37","₹4,021.37","₹20,864.19","₹20,864.19","₹8,013.06","₹8,013.06","₹5,645.39","₹5,645.39","₹6,618.86","₹6,618.86","₹9,073.61","₹9,073.61","₹6,466.51","₹6,466.51","₹13,369.68","₹13,369.68","₹3,380.58","₹3,380.58",17.24621652,17.25%,"₹24,503.94","₹36,213.16","₹4,664.54","₹2,403.14","₹1,070.06","₹1,741.39","₹1,013.35",₹84.45,₹447.62,₹699.70
"₹40,242.74","₹40,242.74",42,42,0,0,Student,Student,Tier_2,"₹8,048.55","₹8,048.55",₹0.00,₹0.00,₹925.45,₹925.45,"₹4,729.05","₹4,729.05","₹2,192.16","₹2,192.16","₹1,985.06","₹1,985.06","₹1,225.16","₹1,225.16","₹2,906.40","₹2,906.40","₹1,665.16","₹1,665.16",₹0.00,₹0.00,₹762.27,₹762.27,10.7814004,10.78%,"₹4,338.73","₹15,803.49",₹657.69,₹329.06,₹468.84,₹330.77,₹161.11,₹62.17,₹0.00,₹183.05
"₹72,505.61","₹72,505.61",23,23,2,2,Retired,Retired,Tier_2,"₹14,501.12","₹14,501.12","₹7,790.16","₹7,790.16","₹3,399.74","₹3,399.74","₹7,464.34","₹7,464.34","₹3,773.04","₹3,773.04","₹2,055.82","₹2,055.82","₹2,981.28","₹2,981.28","₹3,674.35","₹3,674.35","₹3,003.25","₹3,003.25","₹6,834.89","₹6,834.89","₹1,626.78","₹1,626.78",11.60761604,11.61%,"₹8,416.17","₹15,400.84","₹1,647.06",₹994.77,₹259.37,₹652.21,₹522.11,₹10.47,₹175.01,₹103.41
